Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDU24,1272.0,OUT018
FDA22,2712.0,OUT049
FDY35,840.0,OUT046
FDJ15,2948.0,OUT045
NCW18,3440.0,OUT018
FDK56,2724.0,OUT018
FDF44,2204.0,OUT046
FDP51,1996.0,OUT049
FDU22,3324.0,OUT027
FDM28,2888.0,OUT017
NCL42,3868.0,OUT046
FDJ15,1012.0,OUT019
FDI32,1548.0,OUT018
DRL11,2552.0,OUT046
DRO59,932.0,OUT018
FDA07,108.0,OUT019
NCO53,2900.0,OUT013
FDO21,3652.0,OUT045
FDW39,2924.0,OUT045
NCV17,2128.0,OUT013
FDE22,2564.0,OUT046
NCB06,2244.0,OUT018
DRF48,2976.0,OUT017
FDB05,3912.0,OUT013
FDP28,5552.0,OUT027
FDP23,3492.0,OUT046
NCS41,2620.0,OUT018
FDS40,360.0,OUT018
FDA16,3528.0,OUT017
FDN20,2740.0,OUT035
FDF04,5512.0,OUT027
DRG36,2376.0,OUT018
FDW16,1240.0,OUT018
FDU09,1020.0,OUT017
FDW01,2532.0,OUT046
FDB15,4180.0,OUT045
NCJ17,1416.0,OUT049
NCT18,2604.0,OUT018
FDG16,3080.0,OUT018
FDP27,3112.0,OUT017
FDQ44,3428.0,OUT027
FDL50,3544.0,OUT027
FDW57,4324.0,OUT027
FDS34,1904.0,OUT013
NCV30,1044.0,OUT035
FDD26,2740.0,OUT018
FDA03,2396.0,OUT045
FDS27,2872.0,OUT018
FDM12,3044.0,OUT013
NCV42,3200.0,OUT027
NCS41,2960.0,OUT046
FDN56,2044.0,OUT018
DRK59,3696.0,OUT046
NCG18,1680.0,OUT046
NCN26,1936.0,OUT017
FDI60,2532.0,OUT027
NCI43,852.0,OUT049
NCL17,2316.0,OUT049
FDQ19,1996.0,OUT019
FDY43,2700.0,OUT049
FDR36,792.0,OUT049
FDJ58,2804.0,OUT049
DRY23,772.0,OUT045
FDK26,4512.0,OUT027
DRH03,1548.0,OUT045
FDC10,68.0,OUT010
FDD23,3056.0,OUT013
FDP32,2084.0,OUT045
FDO31,1420.0,OUT035
FDQ57,2344.0,OUT013
FDX32,3796.0,OUT027
FDC39,4688.0,OUT027
FDU55,4188.0,OUT046
FDL45,2008.0,OUT013
DRK37,2980.0,OUT049
FDK22,3440.0,OUT013
DRG37,3896.0,OUT027
FDK22,3476.0,OUT017
DRH36,872.0,OUT018
DRC36,2468.0,OUT018
DRE03,2196.0,OUT027
FDF34,3196.0,OUT046
FDZ22,1372.0,OUT046
FDC44,-52.0,OUT010
FDN31,4452.0,OUT027
FDO03,3752.0,OUT017
FDA01,1104.0,OUT049
NCH42,3664.0,OUT049
FDF46,1572.0,OUT018
DRL35,752.0,OUT046
FDW46,1116.0,OUT049
FDB58,2332.0,OUT046
FDD47,2472.0,OUT018
NCO17,1952.0,OUT045
FDJ26,3552.0,OUT017
FDU37,1420.0,OUT045
